"","V1"
"1",1.14981107902954
"2",0.742785131143525
"3",0.769516725786982
"4",-0.935804006054468
"5",0.136400082136402
"6",0.581110436587095
"7",1.26929500314681
"8",0.865976417317431
"9",-1.00323982383167
"10",0.717719703619052
"11",0.674535449107306
"12",0.624207261843383
"13",1.41410384972386
"14",-0.714910367187468
"15",0.989371772987323
"16",0.409728663666812
"17",0.171567422168297
"18",0.808427016186564
"19",-0.464974347173238
"20",0.414979397575582
"21",0.876988396940749
"22",0.641346812329593
"23",0.928564178489565
"24",-1.19831335698562
"25",0.461977005800942
"26",0.822605300089998
"27",0.739130628509728
"28",0.618949387182349
"29",-0.866437017598627
"30",0.446555109504065
"31",0.497477852229776
"32",1.0680969917071
"33",0.865284539329854
"34",-0.546950574452335
"35",0.548347509075278
"36",0.689427196753554
"37",0.669635210885219
"38",1.56219435509399
"39",-0.846323486737625
"40",0.640491964654215
"41",1.16329684755859
"42",0.320600008818881
"43",1.38427701718088
"44",-0.910349692490572
"45",0.614620949403452
"46",0.61555500655869
"47",0.648096939570834
"48",0.866317629823704
"49",-0.411210995974183
"50",0.304550942179207
"51",0.618147684867743
"52",1.18963887636918
"53",1.30826456336671
"54",-0.844083910943407
"55",0.352964497272982
"56",1.1895226451944
"57",0.758962265679998
"58",0.582569575154583
"59",-0.582198861742577
"60",0.95078323668166
