"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",0.416036378357188,0.298632419086731,0.15671763428907,-0.371506643631826,0.00322665699828407,0.245643946768971,0.555176757055127,0.216498695238746,-0.524227065157563,0.346350159771797,0.175093298390135,0.16852766487359,0.587813061406783,-0.203366280711306,0.423422269129018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.298632419086731,0.214359431936566,0.112492485455476,-0.266668814233628,0.00231610607890981,0.176324114605789,0.398507886821755,0.15540354750603,-0.376292085891426,0.248611399013109,0.125682603695845,0.120969768179814,0.421934344279805,-0.145977052798367,0.30393403823122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.15671763428907,0.112492485455476,0.0590343012650601,-0.139943633156681,0.00121545633444392,0.0925321443453487,0.209130721504499,0.0815533571330073,-0.197472215786046,0.130467383379816,0.0659562695260593,0.0634830469766635,0.221424560880099,-0.0766064797821114,0.159499841300508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",-0.371506643631826,-0.266668814233628,-0.139943633156681,0.331743072102435,-0.00288129734307631,-0.219351871470878,-0.495754372370953,-0.193326131566703,0.468117327255557,-0.309279169014629,-0.156352489809191,-0.150489597528761,-0.524897506291373,0.181599322331567,-0.378101998349865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.00322665699828407,0.00231610607890981,0.00121545633444392,-0.00288129734307631,2.50250120570873e-05,0.00190514291816983,0.00430578925696398,0.00167910083457105,-0.00406575245933982,0.00268619097997483,0.0013579726341097,0.00130705149250669,0.00455890692963054,-0.00157724965173301,0.0032839398162953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.245643946768971,0.176324114605789,0.0925321443453487,-0.219351871470878,0.00190514291816983,0.145037673922907,0.327797800509489,0.127829191713421,-0.30952390701243,0.204498511756017,0.103381846172171,0.0995052425530085,0.347067535143154,-0.12007530695011,0.250004861953266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.555176757055127,0.398507886821755,0.209130721504499,-0.495754372370953,0.00430578925696398,0.327797800509489,0.740851636078864,0.288905128931105,-0.69955104201208,0.462184483162059,0.233651994487038,0.224890531996375,0.784402918021474,-0.271380672684184,0.56503280594888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.216498695238746,0.15540354750603,0.0815533571330073,-0.193326131566703,0.00167910083457105,0.127829191713421,0.288905128931105,0.112662467703336,-0.272799402935887,0.180235098628677,0.0911157596270759,0.0876991086713094,0.305888541144837,-0.105828568654046,0.220342194986512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",-0.524227065157563,-0.376292085891426,-0.197472215786046,0.468117327255557,-0.00406575245933982,-0.30952390701243,-0.69955104201208,-0.272799402935887,0.660552851000376,-0.436418873971974,-0.220626490179214,-0.212353456934214,-0.740674450776033,0.256251890544453,-0.533533664398187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.346350159771797,0.248611399013109,0.130467383379816,-0.309279169014629,0.00268619097997483,0.204498511756017,0.462184483162059,0.180235098628677,-0.436418873971974,0.288336403772266,0.145765118213602,0.140299230287075,0.48935419671257,-0.169302367486922,0.352498911616484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0.175093298390135,0.125682603695845,0.0659562695260593,-0.156352489809191,0.0013579726341097,0.103381846172171,0.233651994487038,0.0911157596270759,-0.220626490179214,0.145765118213602,0.0736898615986312,0.0709266454756274,0.247387327437393,-0.0855888444459665,0.178201728431507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0.16852766487359,0.120969768179814,0.0634830469766635,-0.150489597528761,0.00130705149250669,0.0995052425530085,0.224890531996375,0.0876991086713094,-0.212353456934214,0.140299230287075,0.0709266454756274,0.0682670441942964,0.238110818607384,-0.0823794412826045,0.171519535271326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0.587813061406783,0.421934344279805,0.221424560880099,-0.524897506291373,0.00455890692963054,0.347067535143154,0.784402918021474,0.305888541144837,-0.740674450776033,0.48935419671257,0.247387327437393,0.238110818607384,0.830514380797163,-0.287333902203118,0.598248502372184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",-0.203366280711306,-0.145977052798367,-0.0766064797821114,0.181599322331567,-0.00157724965173301,-0.12007530695011,-0.271380672684184,-0.105828568654046,0.256251890544453,-0.169302367486922,-0.0855888444459665,-0.0823794412826045,-0.287333902203118,0.0994092014108482,-0.20697664080034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0.423422269129018,0.30393403823122,0.159499841300508,-0.378101998349865,0.0032839398162953,0.250004861953266,0.56503280594888,0.220342194986512,-0.533533664398187,0.352498911616484,0.178201728431507,0.171519535271326,0.598248502372184,-0.20697664080034,0.430939281565519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
