"","V1","V2","V3"
"1",1.08316853665029,0,0
"2",0.900727855272392,0,0
"3",0.57083043237195,0,0
"4",-0.780934319606406,0,0
"5",0.149881191639579,0,0
"6",0.63979800191953,0,0
"7",1.42427440675454,0,0
"8",0.628777053392965,0,0
"9",-0.978971552327083,0,0
"10",0.942525607063116,0,0
"11",0.622975875500534,0,0
"12",0.49085729049305,0,0
"13",1.37113229393464,0,0
"14",-0.439373473129396,0,0
"15",1.06494729802444,0,0
"16",0.336200754701569,0,0
"17",0.166085718494563,0,0
"18",0.830536824494852,0,0
"19",-0.236554865141822,0,0
"20",0.528994422916618,0,0
"21",0,0.734642804772763,0
"22",0,0.607586817591619,0
"23",0,1.08872890491431,0
"24",0,-1.24644806008256,0
"25",0,0.40192512873641,0
"26",0,0.937590009403128,0
"27",0,0.445491647462748,0
"28",0,0.679724816118593,0
"29",0,-0.883326299086576,0
"30",0,0.352398221225064,0
"31",0,0.63237935662256,0
"32",0,0.677539609995575,0
"33",0,0.702980437032661,0
"34",0,-0.773020014262457,0
"35",0,0.275378110460219,0
"36",0,0.745366632655023,0
"37",0,0.655141120286982,0
"38",0,1.15123781111259,0
"39",0,-1.09011712430092,0
"40",0,0.383852829940318,0
"41",0,0,1.25148529364749
"42",0,0,0.285221094956171
"43",0,0,1.27484518491023
"44",0,0,-0.730841543434828
"45",0,0,0.587322203317076
"46",0,0,0.695835435674251
"47",0,0,0.625726439500637
"48",0,0,0.685508554720582
"49",0,0,-0.352629622765339
"50",0,0,0.318301098932116
"51",0,0,0.542005972662038
"52",0,0,1.15535646633133
"53",0,0,1.19951080110539
"54",0,0,-0.647974229334666
"55",0,0,0.340743207781421
"56",0,0,1.32410176554309
"57",0,0,0.820255063144918
"58",0,0,0.465019940806729
"59",0,0,-0.394105638757158
"60",0,0,0.957080401368561
