"","V1","V2"
"1",1.45375792769463,0
"2",0.634123407203306,0
"3",0.87972253267546,0
"4",-1.45246312695707,0
"5",0.0430026785634732,0
"6",0.785650101809346,0
"7",1.04338669640839,0
"8",1.1085804656822,0
"9",-1.44870889183048,0
"10",0.652666477420922,0
"11",0.710979089202961,0
"12",0.734781246124129,0
"13",1.37760545011926,0
"14",-1.08306696223323,0
"15",1.03873146677564,0
"16",0.554839261053549,0
"17",0.0279668564125426,0
"18",0.865646570338206,0
"19",-0.687097220632929,0
"20",0.33254991075813,0
"21",1.13482469148472,0
"22",0.68853549310207,0
"23",1.16996983127921,0
"24",-1.79234083167881,0
"25",0.472381761048173,0
"26",1.10630497752796,0
"27",0.769604191639557,0
"28",0.68764252679786,0
"29",-1.36695773112885,0
"30",0.405534206500446,0
"31",0,0.621725691533682
"32",0,1.18670396358556
"33",0,0.979759612034763
"34",0,-0.709333276582148
"35",0,0.58788615867894
"36",0,0.855781884193944
"37",0,0.848656245302333
"38",0,1.6716839288863
"39",0,-1.13242659557391
"40",0,0.674891192343209
"41",0,1.35037889051318
"42",0,0.384708694756211
"43",0,1.46601473816547
"44",0,-1.1408793588385
"45",0,0.726785142420788
"46",0,0.736528261985975
"47",0,0.82084563368998
"48",0,1.02309680013214
"49",0,-0.555936649153103
"50",0,0.370631167801172
"51",0,0.787074698957497
"52",0,1.25352517884951
"53",0,1.42806487528302
"54",0,-1.14729836497066
"55",0,0.410974198844475
"56",0,1.36207233030712
"57",0,0.898540664500024
"58",0,0.718576881330296
"59",0,-0.80655405214246
"60",0,1.04569674779417
