"","V1","V2","V3","V4"
"1",1.09339857727333,0,0,0
"2",0.829684785026892,0,0,0
"3",0.492953191956117,0,0,0
"4",-0.845652096793029,0,0,0
"5",0.103722456142268,0,0,0
"6",0.64025135010513,0,0,0
"7",1.31512565893744,0,0,0
"8",0.6050899406416,0,0,0
"9",-1.09467445070543,0,0,0
"10",0.861812987837447,0,0,0
"11",0.58820620963598,0,0,0
"12",0.482386296575672,0,0,0
"13",1.36396788297822,0,0,0
"14",-0.463675527593958,0,0,0
"15",1.02921583778931,0,0,0
"16",0,0.443393842541935,0,0
"17",0,0.140154017823611,0,0
"18",0,0.547420551513983,0,0
"19",0,-0.629417952677228,0,0
"20",0,0.163448078116654,0,0
"21",0,0.646335839514378,0,0
"22",0,0.59321408137322,0,0
"23",0,1.13201958962187,0,0
"24",0,-1.09479953410662,0,0
"25",0,0.420031705976114,0,0
"26",0,0.992176632436851,0,0
"27",0,0.392457439057034,0,0
"28",0,0.692101951566904,0,0
"29",0,-0.787763777213006,0,0
"30",0,0.398952820204368,0,0
"31",0,0,0.350365227711451,0
"32",0,0,1.12983559437635,0
"33",0,0,0.874340035592455,0
"34",0,0,-0.336962725717832,0
"35",0,0,0.565740848942455,0
"36",0,0,0.600241289753069,0
"37",0,0,0.565374764860902,0
"38",0,0,1.74660583797901,0
"39",0,0,-0.540655433573117,0
"40",0,0,0.696436578211919,0
"41",0,0,0.969525870468052,0
"42",0,0,0.212953731324701,0
"43",0,0,1.5860953841095,0
"44",0,0,-0.824943806093982,0
"45",0,0,0.556554034646573,0
"46",0,0,0,0.635828182067527
"47",0,0,0,0.69804875303998
"48",0,0,0,0.753044683645907
"49",0,0,0,-0.219555448084074
"50",0,0,0,0.391563941989718
"51",0,0,0,0.544177047499079
"52",0,0,0,1.20927104100066
"53",0,0,0,1.15537229368238
"54",0,0,0,-0.532198814497207
"55",0,0,0,0.403637461087177
"56",0,0,0,1.20011419169792
"57",0,0,0,0.765980501624792
"58",0,0,0,0.483144892153241
"59",0,0,0,-0.285295862304749
"60",0,0,0,0.890557248679741
