"","V1","V2","V3"
"1",0.682989244797447,0,0
"2",0.48438232014357,0,0
"3",0.298526360833742,0,0
"4",-0.570400516532775,0,0
"5",0.0195380738398538,0,0
"6",0.383643878095826,0,0
"7",0.9046709757396,0,0
"8",0.371182449483711,0,0
"9",-0.762018357993485,0,0
"10",0.565646788323736,0,0
"11",0.291420032772428,0,0
"12",0.279749843596235,0,0
"13",0.915553367066075,0,0
"14",-0.327461638963367,0,0
"15",0.683645351646726,0,0
"16",0.205217663640112,0,0
"17",0.00704659158106278,0,0
"18",0.478548423258645,0,0
"19",-0.2190792724913,0,0
"20",0.230329320906876,0,0
"21",0,0.406330802247496,0
"22",0,0.325610875834049,0
"23",0,0.63896007657886,0
"24",0,-0.812221201262262,0
"25",0,0.196832867004999,0
"26",0,0.582930009444835,0
"27",0,0.236538587998256,0
"28",0,0.4073336852896,0
"29",0,-0.580855109238772,0
"30",0,0.132862699612914,0
"31",0,0.387781759483137,0
"32",0,0.335228542808118,0
"33",0,0.394255050939961,0
"34",0,-0.513545153057119,0
"35",0,0.0957534536836908,0
"36",0,0.451565901396116,0
"37",0,0.365573374295113,0
"38",0,0.696310169871222,0
"39",0,-0.791948472901567,0
"40",0,0.186195850221268,0
"41",0,0,0.838435140529014
"42",0,0,0.184611414924069
"43",0,0,0.873105390359122
"44",0,0,-0.539200331538797
"45",0,0,0.303273094062965
"46",0,0,0.372998541594149
"47",0,0,0.324748462939402
"48",0,0,0.361114049853624
"49",0,0,-0.225295881099905
"50",0,0,0.143577492815304
"51",0,0,0.322697597697272
"52",0,0,0.789884837973177
"53",0,0,0.755856196420869
"54",0,0,-0.455488766029567
"55",0,0,0.160647650010042
"56",0,0,0.861637334587487
"57",0,0,0.481256893946681
"58",0,0,0.251214880500051
"59",0,0,-0.301865746171631
"60",0,0,0.609365266485797
