E1_1,E1_2,E1_3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1_1,A1_2,A1_3,A2_1,A2_2,A2_3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,PID,day
4.0,4.0,,4.0,1.0,,2.0,,2.0,,4.0,2.0,,4.0,1.0,5.0,3.0,,5.0,,1.0,,3.0,2.0,,2.0,1.0,4.0,,2.0,,5.0,1.0,,5.0,1.0,,3.0,3.0,2.0,,2.0,4.0,1.0,,50,16.25486666666667
4.0,4.0,,4.0,1.0,,,4.0,2.0,,4.0,1.0,5.0,4.0,,,3.0,1.0,,1.0,1.0,5.0,5.0,,,1.0,1.0,2.0,,3.0,1.0,,1.0,5.0,,1.0,2.0,4.0,,3.0,,3.0,4.0,1.0,,50,16.323033333333335
5.0,,3.0,1.0,1.0,,2.0,4.0,,2.0,2.0,,4.0,,4.0,2.0,4.0,,,4.0,3.0,1.0,4.0,,,3.0,3.0,3.0,3.0,,3.0,3.0,,5.0,5.0,,2.0,2.0,,,4.0,3.0,3.0,,3.0,50,16.40148888888889
,2.0,4.0,1.0,1.0,,1.0,,4.0,,3.0,2.0,4.0,,2.0,4.0,1.0,,4.0,2.0,,,2.0,3.0,,1.0,2.0,,5.0,2.0,1.0,5.0,,5.0,,2.0,,3.0,3.0,,3.0,3.0,4.0,1.0,,50,17.08512222222222
3.0,,3.0,1.0,1.0,,2.0,,3.0,,2.0,2.0,5.0,,1.0,4.0,1.0,,2.0,4.0,,,3.0,3.0,5.0,,1.0,,2.0,2.0,1.0,,4.0,5.0,5.0,,,2.0,4.0,1.0,,2.0,4.0,2.0,,50,17.206033333333334
1.0,1.0,,1.0,1.0,,4.0,3.0,,2.0,,2.0,,4.0,1.0,4.0,1.0,,,1.0,1.0,4.0,5.0,,,1.0,1.0,3.0,,4.0,1.0,,2.0,5.0,,1.0,,4.0,3.0,,4.0,4.0,,1.0,4.0,50,17.2751
5.0,,1.0,,1.0,4.0,5.0,,3.0,3.0,3.0,,5.0,5.0,,4.0,1.0,,4.0,1.0,,1.0,,5.0,4.0,,3.0,,5.0,5.0,,5.0,1.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,4.0,2.0,,50,17.37158888888889
5.0,5.0,,1.0,,5.0,4.0,,2.0,,4.0,1.0,5.0,,1.0,5.0,,1.0,4.0,,1.0,5.0,,1.0,4.0,,1.0,1.0,5.0,,1.0,,1.0,5.0,5.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,50,17.402055555555556
1.0,1.0,,1.0,1.0,,1.0,1.0,,3.0,,3.0,,3.0,1.0,,1.0,1.0,2.0,,4.0,1.0,,5.0,3.0,4.0,,4.0,3.0,,,5.0,2.0,,5.0,1.0,1.0,4.0,,3.0,,3.0,4.0,1.0,,50,18.107511111111112
1.0,,3.0,2.0,,3.0,4.0,,1.0,3.0,3.0,,3.0,3.0,,,1.0,1.0,4.0,,2.0,5.0,5.0,,5.0,,1.0,,2.0,2.0,,5.0,2.0,,5.0,1.0,,2.0,4.0,2.0,,1.0,4.0,1.0,,50,18.200588888888888
1.0,1.0,,1.0,1.0,,3.0,,2.0,3.0,3.0,,,5.0,1.0,,1.0,1.0,,2.0,1.0,,5.0,1.0,5.0,,1.0,,2.0,2.0,1.0,5.0,,5.0,5.0,,4.0,,2.0,3.0,,3.0,3.0,,3.0,50,18.24208888888889
1.0,,3.0,4.0,1.0,,3.0,,1.0,,4.0,1.0,,5.0,1.0,,3.0,3.0,4.0,2.0,,4.0,4.0,,5.0,,1.0,4.0,2.0,,1.0,5.0,,,5.0,1.0,4.0,2.0,,3.0,3.0,,4.0,1.0,,50,18.31961111111111
3.0,3.0,,4.0,1.0,,,2.0,4.0,3.0,3.0,,5.0,5.0,,4.0,,1.0,3.0,4.0,,,2.0,4.0,,4.0,4.0,,1.0,1.0,1.0,,4.0,,4.0,2.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,50,19.095077777777778
3.0,,3.0,,1.0,4.0,1.0,2.0,,,3.0,2.0,5.0,5.0,,3.0,1.0,,5.0,,1.0,4.0,5.0,,4.0,1.0,,4.0,,1.0,1.0,,4.0,,5.0,1.0,,3.0,3.0,3.0,,3.0,4.0,,2.0,50,19.165044444444444
,2.0,3.0,,1.0,4.0,,2.0,3.0,3.0,3.0,,,5.0,1.0,4.0,,1.0,,1.0,1.0,,5.0,2.0,4.0,2.0,,4.0,1.0,,1.0,5.0,,5.0,5.0,,3.0,3.0,,,2.0,2.0,4.0,1.0,,50,19.239355555555555
4.0,4.0,,1.0,,3.0,2.0,2.0,,,4.0,2.0,,4.0,3.0,4.0,,1.0,4.0,1.0,,4.0,,1.0,4.0,1.0,,4.0,2.0,,1.0,,4.0,5.0,,1.0,4.0,2.0,,2.0,2.0,,,2.0,2.0,50,19.363333333333333
1.0,1.0,,1.0,,3.0,1.0,1.0,,,2.0,2.0,,3.0,1.0,4.0,,1.0,3.0,,3.0,1.0,,5.0,2.0,,4.0,5.0,1.0,,,4.0,4.0,,3.0,3.0,1.0,,1.0,2.0,2.0,,4.0,2.0,,50,20.046433333333333
1.0,1.0,,1.0,,4.0,1.0,1.0,,,3.0,3.0,3.0,,3.0,2.0,4.0,,,3.0,3.0,,1.0,5.0,3.0,4.0,,,1.0,1.0,3.0,,5.0,4.0,4.0,,,1.0,1.0,,2.0,2.0,5.0,1.0,,50,20.0923
1.0,,3.0,1.0,,1.0,2.0,1.0,,3.0,,3.0,4.0,,2.0,3.0,,3.0,4.0,,2.0,2.0,4.0,,,2.0,1.0,4.0,1.0,,2.0,5.0,,,5.0,1.0,2.0,4.0,,,3.0,3.0,4.0,,2.0,50,20.159266666666667
1.0,1.0,,,1.0,3.0,,2.0,2.0,3.0,3.0,,4.0,4.0,,3.0,,1.0,4.0,,2.0,,5.0,1.0,,1.0,1.0,,2.0,1.0,1.0,5.0,,5.0,5.0,,3.0,,3.0,2.0,2.0,,4.0,1.0,,50,20.238611111111112
,2.0,3.0,2.0,2.0,,2.0,,3.0,,2.0,4.0,4.0,,2.0,3.0,3.0,,4.0,,2.0,4.0,,3.0,3.0,3.0,,,1.0,1.0,3.0,4.0,,3.0,3.0,,2.0,,1.0,1.0,1.0,,,3.0,3.0,50,20.337822222222222
3.0,,3.0,,1.0,5.0,1.0,,3.0,3.0,3.0,,5.0,,1.0,4.0,,1.0,,4.0,1.0,2.0,4.0,,4.0,,1.0,5.0,,1.0,,4.0,4.0,5.0,,1.0,2.0,4.0,,,3.0,3.0,,1.0,1.0,50,20.3997
,1.0,3.0,2.0,2.0,,1.0,1.0,,,3.0,3.0,3.0,,3.0,,1.0,1.0,,4.0,4.0,1.0,1.0,,3.0,,4.0,5.0,1.0,,1.0,4.0,,,4.0,2.0,,4.0,2.0,,1.0,1.0,,1.0,2.0,50,21.02571111111111
2.0,,4.0,,1.0,4.0,2.0,2.0,,4.0,,2.0,,5.0,1.0,,1.0,1.0,4.0,,2.0,5.0,5.0,,4.0,2.0,,5.0,1.0,,1.0,,4.0,5.0,5.0,,2.0,,1.0,1.0,1.0,,3.0,,3.0,50,21.091033333333332
1.0,,4.0,1.0,1.0,,2.0,1.0,,,3.0,3.0,4.0,,2.0,3.0,,1.0,4.0,,2.0,,5.0,1.0,4.0,,1.0,,1.0,1.0,1.0,,4.0,,4.0,2.0,3.0,3.0,,1.0,,1.0,4.0,,1.0,50,21.162544444444446
,1.0,4.0,4.0,1.0,,4.0,2.0,,,4.0,2.0,5.0,5.0,,3.0,,1.0,3.0,3.0,,,5.0,1.0,4.0,,1.0,,1.0,1.0,1.0,5.0,,5.0,5.0,,2.0,,4.0,,1.0,1.0,4.0,1.0,,50,21.272577777777776
1.0,,3.0,1.0,,1.0,,1.0,2.0,3.0,,1.0,4.0,4.0,,3.0,,1.0,2.0,4.0,,4.0,,2.0,,3.0,3.0,5.0,,1.0,,4.0,4.0,,2.0,4.0,2.0,4.0,,,1.0,1.0,5.0,,1.0,50,21.351933333333335
4.0,,1.0,1.0,,4.0,3.0,,3.0,4.0,2.0,,5.0,5.0,,,4.0,4.0,4.0,,2.0,5.0,,1.0,4.0,,2.0,4.0,,2.0,,5.0,2.0,4.0,,2.0,3.0,3.0,,1.0,,1.0,4.0,1.0,,50,21.445922222222222
,1.0,4.0,1.0,,5.0,1.0,4.0,,3.0,3.0,,5.0,,1.0,4.0,1.0,,3.0,,3.0,1.0,1.0,,3.0,3.0,,1.0,,5.0,1.0,5.0,,,5.0,1.0,2.0,,2.0,,4.0,4.0,,1.0,1.0,50,22.105666666666668
2.0,2.0,,,1.0,3.0,,3.0,4.0,,3.0,1.0,4.0,4.0,,,1.0,1.0,3.0,1.0,,3.0,,3.0,4.0,1.0,,2.0,,4.0,,5.0,1.0,,5.0,1.0,,2.0,2.0,3.0,,3.0,3.0,,3.0,50,22.18171111111111
1.0,1.0,,1.0,1.0,,2.0,,4.0,,2.0,1.0,3.0,3.0,,,1.0,1.0,4.0,2.0,,4.0,,3.0,,1.0,1.0,,5.0,4.0,1.0,5.0,,,5.0,1.0,2.0,4.0,,2.0,2.0,,5.0,1.0,,50,22.240022222222223
,3.0,3.0,,1.0,4.0,,4.0,2.0,3.0,3.0,,5.0,5.0,,,1.0,1.0,5.0,1.0,,5.0,,1.0,,1.0,1.0,,5.0,4.0,,5.0,1.0,5.0,5.0,,2.0,,2.0,2.0,,2.0,3.0,,3.0,50,22.3364
4.0,,2.0,1.0,1.0,,4.0,4.0,,4.0,,1.0,5.0,5.0,,5.0,1.0,,5.0,1.0,,4.0,,2.0,,3.0,3.0,,5.0,4.0,1.0,,2.0,,5.0,1.0,,3.0,3.0,,2.0,2.0,3.0,,3.0,50,22.400088888888888
,1.0,5.0,1.0,,4.0,1.0,2.0,,,2.0,4.0,,4.0,2.0,3.0,,1.0,5.0,,1.0,1.0,1.0,,3.0,3.0,,1.0,,5.0,,4.0,1.0,,5.0,1.0,1.0,5.0,,1.0,,1.0,5.0,1.0,,50,23.049955555555556
1.0,,3.0,1.0,1.0,,,3.0,5.0,4.0,,1.0,,5.0,1.0,,1.0,1.0,3.0,1.0,,1.0,,5.0,5.0,1.0,,1.0,,4.0,,5.0,1.0,,5.0,1.0,,4.0,2.0,4.0,4.0,,4.0,1.0,,50,23.09252222222222
3.0,,3.0,,1.0,4.0,3.0,4.0,,4.0,,1.0,5.0,,1.0,5.0,,1.0,4.0,,2.0,4.0,,2.0,,1.0,1.0,2.0,4.0,,1.0,5.0,,5.0,5.0,,2.0,,3.0,,1.0,1.0,,3.0,3.0,50,23.203155555555554
4.0,4.0,,4.0,3.0,,4.0,,1.0,4.0,1.0,,5.0,5.0,,,3.0,3.0,5.0,,1.0,,5.0,1.0,5.0,1.0,,1.0,5.0,,1.0,5.0,,,4.0,1.0,,4.0,2.0,1.0,1.0,,,3.0,3.0,50,23.263066666666667
4.0,4.0,,,3.0,1.0,4.0,,1.0,4.0,2.0,,5.0,5.0,,,2.0,2.0,4.0,1.0,,5.0,,1.0,5.0,1.0,,1.0,,4.0,1.0,5.0,,5.0,,1.0,2.0,4.0,,1.0,,1.0,,3.0,3.0,50,23.32422222222222
1.0,1.0,,,1.0,4.0,,2.0,5.0,3.0,3.0,,4.0,4.0,,4.0,,1.0,,1.0,1.0,,1.0,5.0,,2.0,2.0,1.0,,5.0,,5.0,1.0,,5.0,1.0,2.0,4.0,,,2.0,2.0,3.0,,3.0,50,24.025833333333335
3.0,,3.0,,1.0,4.0,,4.0,1.0,,4.0,2.0,5.0,5.0,,,1.0,1.0,,3.0,3.0,4.0,5.0,,4.0,,1.0,1.0,,3.0,,5.0,1.0,5.0,5.0,,,2.0,4.0,2.0,2.0,,2.0,,4.0,50,24.120333333333335
,1.0,3.0,1.0,,5.0,2.0,,5.0,3.0,3.0,,,2.0,4.0,3.0,3.0,,,2.0,2.0,,2.0,4.0,3.0,3.0,,4.0,5.0,,1.0,,1.0,,5.0,1.0,4.0,,4.0,2.0,2.0,,,1.0,1.0,50,24.158722222222224
,2.0,4.0,1.0,1.0,,4.0,,1.0,3.0,,3.0,5.0,5.0,,,4.0,4.0,,1.0,1.0,5.0,5.0,,4.0,3.0,,,5.0,4.0,,4.0,1.0,4.0,4.0,,,3.0,3.0,1.0,,1.0,3.0,,3.0,50,24.239455555555555
,5.0,1.0,,3.0,3.0,3.0,,3.0,5.0,4.0,,,5.0,1.0,,1.0,1.0,5.0,,1.0,3.0,3.0,,,1.0,1.0,1.0,5.0,,,4.0,1.0,,5.0,1.0,,3.0,3.0,4.0,,4.0,4.0,3.0,,50,24.4441
1.0,1.0,,,1.0,3.0,,1.0,5.0,3.0,,3.0,,4.0,1.0,3.0,,1.0,,4.0,4.0,1.0,,5.0,3.0,,1.0,1.0,5.0,,,4.0,1.0,5.0,5.0,,,4.0,2.0,,1.0,1.0,4.0,1.0,,50,25.16778888888889
3.0,3.0,,2.0,,4.0,3.0,3.0,,5.0,5.0,,5.0,5.0,,5.0,,2.0,,2.0,2.0,4.0,5.0,,,1.0,1.0,3.0,,2.0,1.0,,2.0,5.0,,1.0,3.0,,3.0,,2.0,2.0,2.0,,3.0,50,25.280966666666668
5.0,,1.0,,1.0,3.0,4.0,5.0,,4.0,4.0,,4.0,4.0,,4.0,,1.0,4.0,1.0,,,1.0,5.0,,3.0,3.0,1.0,5.0,,1.0,5.0,,5.0,,1.0,2.0,,4.0,,4.0,4.0,3.0,,3.0,50,25.319555555555556
,4.0,2.0,3.0,,3.0,4.0,,4.0,3.0,4.0,,,5.0,1.0,,1.0,1.0,5.0,3.0,,3.0,,3.0,3.0,,3.0,1.0,1.0,,1.0,5.0,,5.0,5.0,,,3.0,3.0,3.0,3.0,,1.0,,5.0,50,25.40058888888889
1.0,,3.0,1.0,1.0,,1.0,,5.0,3.0,3.0,,3.0,3.0,,3.0,,1.0,,4.0,4.0,1.0,1.0,,2.0,,4.0,1.0,,5.0,1.0,,1.0,,5.0,1.0,2.0,,2.0,1.0,,1.0,4.0,1.0,,50,26.029411111111113
,1.0,4.0,,1.0,3.0,1.0,2.0,,3.0,3.0,,4.0,,2.0,,4.0,4.0,,2.0,2.0,,1.0,5.0,4.0,2.0,,1.0,,5.0,1.0,5.0,,4.0,4.0,,1.0,4.0,,,2.0,2.0,4.0,,2.0,50,26.078577777777777
4.0,,2.0,1.0,,4.0,,4.0,2.0,3.0,3.0,,5.0,5.0,,,3.0,1.0,,2.0,2.0,,1.0,5.0,4.0,,4.0,,2.0,4.0,,5.0,1.0,5.0,5.0,,,3.0,3.0,1.0,,1.0,4.0,2.0,,50,26.239877777777778
2.0,2.0,,,1.0,3.0,1.0,,5.0,3.0,,3.0,4.0,,2.0,,1.0,1.0,2.0,,4.0,,1.0,5.0,2.0,4.0,,1.0,,5.0,1.0,5.0,,,5.0,1.0,2.0,4.0,,2.0,,2.0,4.0,2.0,,50,26.319766666666666
,2.0,2.0,1.0,,4.0,2.0,,3.0,,3.0,1.0,5.0,5.0,,3.0,,1.0,5.0,,1.0,4.0,,3.0,4.0,2.0,,,4.0,4.0,,5.0,1.0,,5.0,1.0,3.0,3.0,,1.0,,1.0,4.0,,2.0,50,26.4306
1.0,,3.0,1.0,1.0,,,1.0,5.0,3.0,3.0,,4.0,,2.0,,1.0,1.0,3.0,3.0,,,1.0,5.0,4.0,,1.0,,5.0,5.0,,5.0,1.0,,5.0,1.0,2.0,4.0,,1.0,1.0,,4.0,1.0,,50,27.000166666666665
,1.0,4.0,1.0,1.0,,1.0,2.0,,4.0,,2.0,,2.0,4.0,3.0,1.0,,4.0,2.0,,,4.0,2.0,3.0,,3.0,1.0,,4.0,,5.0,1.0,5.0,,1.0,,4.0,4.0,1.0,,1.0,,2.0,2.0,50,27.092488888888887
2.0,,4.0,,1.0,5.0,2.0,1.0,,3.0,3.0,,,5.0,1.0,4.0,,2.0,4.0,,2.0,,5.0,1.0,3.0,3.0,,4.0,,1.0,2.0,5.0,,,2.0,4.0,2.0,2.0,,1.0,,1.0,5.0,1.0,,50,27.17717777777778
3.0,,3.0,1.0,,5.0,2.0,,4.0,4.0,4.0,,5.0,5.0,,4.0,,2.0,5.0,,1.0,4.0,4.0,,,1.0,1.0,4.0,2.0,,1.0,5.0,,5.0,5.0,,,2.0,4.0,,1.0,1.0,4.0,2.0,,50,27.295566666666666
,3.0,3.0,1.0,,4.0,2.0,3.0,,4.0,,2.0,,5.0,1.0,4.0,2.0,,,1.0,1.0,3.0,,3.0,5.0,,1.0,1.0,5.0,,,5.0,1.0,,5.0,1.0,,4.0,2.0,4.0,,4.0,,2.0,2.0,50,27.328422222222223
1.0,,3.0,,1.0,3.0,1.0,,5.0,3.0,3.0,,4.0,,2.0,3.0,,1.0,2.0,,4.0,1.0,1.0,,4.0,,2.0,,3.0,4.0,1.0,5.0,,5.0,5.0,,2.0,4.0,,1.0,1.0,,4.0,,2.0,50,28.028944444444445
1.0,1.0,,,1.0,5.0,1.0,,4.0,3.0,3.0,,3.0,4.0,,3.0,,2.0,4.0,2.0,,2.0,,4.0,,2.0,2.0,2.0,,4.0,1.0,,2.0,5.0,5.0,,3.0,,3.0,,1.0,1.0,,2.0,2.0,50,28.098166666666668
2.0,,4.0,,1.0,5.0,2.0,2.0,,3.0,3.0,,,4.0,2.0,3.0,,1.0,4.0,2.0,,3.0,4.0,,5.0,,1.0,2.0,,4.0,1.0,,1.0,5.0,5.0,,4.0,2.0,,2.0,2.0,,3.0,,3.0,50,28.168522222222222
3.0,,3.0,,1.0,5.0,,4.0,4.0,,3.0,3.0,4.0,,2.0,4.0,1.0,,,2.0,2.0,,2.0,4.0,2.0,4.0,,1.0,5.0,,1.0,,1.0,,5.0,1.0,3.0,,3.0,4.0,,4.0,3.0,3.0,,50,28.240233333333332
1.0,,3.0,1.0,1.0,,3.0,,3.0,4.0,1.0,,5.0,,1.0,4.0,,1.0,,2.0,2.0,2.0,,4.0,5.0,1.0,,,5.0,4.0,,4.0,1.0,,5.0,1.0,3.0,,3.0,,4.0,4.0,3.0,,3.0,50,28.338266666666666
1.0,,3.0,,1.0,3.0,4.0,5.0,,3.0,3.0,,5.0,4.0,,3.0,2.0,,,1.0,1.0,2.0,1.0,,3.0,,4.0,2.0,,4.0,,5.0,1.0,5.0,,1.0,3.0,3.0,,,4.0,4.0,3.0,,3.0,50,28.430133333333334
1.0,,1.0,,1.0,1.0,2.0,,4.0,4.0,2.0,,1.0,,1.0,,2.0,2.0,2.0,4.0,,4.0,,4.0,4.0,,2.0,1.0,,5.0,,4.0,2.0,4.0,,2.0,2.0,,2.0,2.0,2.0,,,2.0,2.0,51,10.0396
4.0,,2.0,,2.0,2.0,4.0,,2.0,4.0,2.0,,5.0,,2.0,3.0,2.0,,4.0,2.0,,5.0,,1.0,4.0,2.0,,2.0,,5.0,1.0,,1.0,5.0,,1.0,3.0,,4.0,,2.0,2.0,2.0,3.0,,51,10.119622222222223
,5.0,4.0,,1.0,3.0,3.0,,4.0,4.0,2.0,,5.0,5.0,,3.0,,3.0,3.0,1.0,,5.0,,1.0,5.0,1.0,,1.0,,4.0,1.0,4.0,,4.0,,4.0,,2.0,4.0,2.0,,2.0,2.0,,2.0,51,10.239822222222223
2.0,,1.0,2.0,,2.0,2.0,2.0,,2.0,,2.0,5.0,,1.0,3.0,3.0,,,3.0,3.0,5.0,,1.0,5.0,,1.0,,4.0,3.0,2.0,4.0,,1.0,,3.0,5.0,,4.0,1.0,4.0,,5.0,1.0,,51,10.349755555555555
1.0,1.0,,,3.0,3.0,1.0,1.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,5.0,1.0,,,4.0,5.0,,1.0,3.0,4.0,2.0,,1.0,,2.0,2.0,,4.0,,4.0,4.0,,1.0,1.0,,1.0,4.0,51,11.043911111111111
4.0,4.0,,,3.0,3.0,,4.0,3.0,,4.0,1.0,4.0,,2.0,2.0,3.0,,,2.0,2.0,4.0,,2.0,,2.0,2.0,,4.0,2.0,,4.0,2.0,4.0,4.0,,4.0,,4.0,,2.0,2.0,,2.0,4.0,51,11.157377777777779
,5.0,2.0,3.0,3.0,,4.0,4.0,,,3.0,1.0,,3.0,3.0,,1.0,3.0,4.0,,1.0,5.0,,4.0,4.0,,3.0,4.0,,2.0,,4.0,4.0,,4.0,3.0,,4.0,4.0,,1.0,1.0,2.0,3.0,,51,11.287655555555556
,4.0,2.0,,2.0,4.0,2.0,,4.0,,3.0,3.0,4.0,4.0,,,3.0,2.0,,3.0,2.0,2.0,,4.0,4.0,2.0,,4.0,,2.0,4.0,,4.0,,4.0,4.0,4.0,4.0,,,1.0,1.0,,4.0,4.0,51,11.3999
1.0,1.0,,,1.0,1.0,,1.0,4.0,1.0,,1.0,4.0,,1.0,3.0,3.0,,4.0,3.0,,1.0,,5.0,4.0,,1.0,5.0,,4.0,2.0,,2.0,,4.0,4.0,5.0,,4.0,1.0,1.0,,4.0,1.0,,51,12.058588888888888
4.0,3.0,,3.0,3.0,,1.0,4.0,,4.0,,3.0,5.0,3.0,,3.0,3.0,,,3.0,3.0,2.0,,4.0,,3.0,3.0,4.0,,2.0,,4.0,3.0,3.0,,5.0,,3.0,4.0,1.0,,1.0,4.0,,4.0,51,12.122488888888888
,4.0,1.0,3.0,4.0,,,5.0,2.0,,3.0,3.0,,4.0,1.0,,3.0,3.0,4.0,3.0,,5.0,,5.0,4.0,,3.0,4.0,,4.0,2.0,,3.0,3.0,,4.0,5.0,,4.0,3.0,3.0,,2.0,3.0,,51,12.398377777777778
2.0,,3.0,,3.0,3.0,,1.0,4.0,2.0,3.0,,,3.0,3.0,,3.0,3.0,2.0,4.0,,2.0,4.0,,,3.0,3.0,,3.0,3.0,,4.0,2.0,2.0,,4.0,4.0,,4.0,1.0,1.0,,1.0,1.0,,51,13.102311111111112
2.0,2.0,,3.0,3.0,,,3.0,4.0,,3.0,3.0,4.0,3.0,,3.0,,3.0,4.0,,2.0,4.0,4.0,,,3.0,3.0,,2.0,2.0,2.0,,2.0,4.0,4.0,,2.0,1.0,,,1.0,1.0,1.0,,4.0,51,13.189977777777777
1.0,,1.0,3.0,,4.0,2.0,2.0,,2.0,,3.0,,3.0,3.0,3.0,3.0,,,2.0,2.0,,2.0,4.0,4.0,,3.0,4.0,,2.0,2.0,4.0,,4.0,,4.0,4.0,1.0,,,1.0,1.0,1.0,1.0,,51,13.3376
3.0,,1.0,3.0,3.0,,2.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,,2.0,3.0,3.0,4.0,,3.0,,2.0,,4.0,3.0,3.0,,3.0,4.0,,2.0,4.0,1.0,,1.0,1.0,,,1.0,1.0,51,13.398177777777779
,4.0,3.0,3.0,,3.0,2.0,2.0,,,3.0,3.0,4.0,3.0,,3.0,3.0,,3.0,3.0,,,4.0,1.0,4.0,3.0,,5.0,1.0,,,3.0,5.0,,1.0,5.0,,3.0,4.0,3.0,3.0,,3.0,3.0,,51,14.123188888888889
3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,3.0,4.0,3.0,,3.0,3.0,,,3.0,4.0,4.0,4.0,,3.0,,3.0,4.0,3.0,,4.0,3.0,,,3.0,4.0,,1.0,4.0,1.0,1.0,,1.0,1.0,,51,14.160644444444445
4.0,4.0,,,3.0,3.0,,3.0,4.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,4.0,,3.0,4.0,3.0,,5.0,,2.0,,2.0,3.0,4.0,3.0,,4.0,,2.0,3.0,,3.0,3.0,4.0,,51,14.324022222222222
3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,4.0,3.0,,3.0,3.0,,4.0,3.0,,,4.0,2.0,,4.0,3.0,,4.0,4.0,3.0,3.0,,,3.0,4.0,,3.0,3.0,1.0,1.0,,3.0,,3.0,51,14.40168888888889
2.0,,3.0,,3.0,3.0,,2.0,4.0,4.0,3.0,,4.0,,3.0,3.0,,3.0,2.0,4.0,,,2.0,5.0,4.0,3.0,,4.0,,2.0,,4.0,3.0,,4.0,2.0,4.0,,2.0,1.0,1.0,,,1.0,1.0,51,15.055111111111112
,2.0,3.0,,3.0,3.0,,1.0,5.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,,5.0,1.0,,3.0,3.0,,1.0,1.0,3.0,2.0,,1.0,,5.0,5.0,,4.0,3.0,,3.0,,3.0,3.0,51,15.1579
,2.0,2.0,3.0,3.0,,2.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,2.0,,2.0,3.0,,4.0,4.0,,,3.0,2.0,,2.0,4.0,2.0,,4.0,3.0,,5.0,,1.0,4.0,1.0,1.0,,3.0,,5.0,51,15.238044444444444
,4.0,3.0,,3.0,2.0,4.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,5.0,3.0,3.0,,3.0,,3.0,,3.0,4.0,,3.0,3.0,,4.0,2.0,,3.0,3.0,3.0,3.0,,,4.0,3.0,51,16.0342
1.0,1.0,,,3.0,3.0,3.0,,3.0,4.0,,3.0,4.0,3.0,,3.0,,3.0,4.0,,2.0,3.0,,5.0,3.0,3.0,,4.0,,3.0,2.0,,2.0,,3.0,4.0,4.0,,4.0,1.0,1.0,,,3.0,3.0,51,17.058144444444444
,4.0,3.0,3.0,3.0,,2.0,,4.0,3.0,,3.0,4.0,3.0,,3.0,,3.0,4.0,3.0,,3.0,4.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,,3.0,3.0,,3.0,3.0,51,17.08082222222222
,4.0,3.0,,3.0,3.0,5.0,3.0,,,3.0,3.0,4.0,3.0,,3.0,,3.0,,3.0,3.0,4.0,,3.0,3.0,3.0,,4.0,,3.0,4.0,,3.0,,3.0,4.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,51,17.23008888888889
,3.0,3.0,3.0,2.0,,,3.0,3.0,3.0,4.0,,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,4.0,4.0,,3.0,4.0,,4.0,2.0,3.0,4.0,,,4.0,4.0,2.0,3.0,,51,17.318822222222224
3.0,,3.0,3.0,,2.0,3.0,2.0,,3.0,,3.0,3.0,,3.0,4.0,3.0,,3.0,3.0,,4.0,4.0,,3.0,,3.0,,3.0,3.0,,3.0,2.0,3.0,,2.0,4.0,,4.0,3.0,4.0,,,5.0,3.0,51,17.39971111111111
1.0,1.0,,1.0,1.0,,3.0,3.0,,3.0,,3.0,,3.0,2.0,2.0,3.0,,4.0,2.0,,,4.0,5.0,4.0,,2.0,4.0,,2.0,3.0,,3.0,4.0,,4.0,4.0,,4.0,2.0,,2.0,,2.0,2.0,51,18.038555555555554
3.0,3.0,,4.0,,4.0,3.0,,2.0,2.0,4.0,,,2.0,4.0,2.0,,3.0,3.0,,3.0,4.0,4.0,,4.0,,4.0,3.0,3.0,,4.0,,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,,3.0,4.0,51,18.137133333333335
3.0,,3.0,,4.0,3.0,3.0,,2.0,3.0,,3.0,,3.0,3.0,,2.0,4.0,3.0,,4.0,1.0,3.0,,2.0,,4.0,,2.0,3.0,,4.0,4.0,2.0,4.0,,,4.0,4.0,,4.0,2.0,,4.0,5.0,51,19.045288888888887
3.0,,3.0,4.0,,4.0,,2.0,3.0,5.0,,4.0,3.0,4.0,,,2.0,4.0,2.0,,4.0,4.0,,4.0,,3.0,4.0,1.0,4.0,,3.0,4.0,,,4.0,3.0,,4.0,4.0,2.0,,2.0,,2.0,2.0,51,19.134877777777778
